1,2024,1,29
2,4478,1,20
3,3721,2,72
4,1518,2,77
5,1980,2,65
6,855,2,1
7,2977,3,49
8,1401,3,67
9,448,4,52
10,1813,4,47
11,2610,4,24
12,1004,4,6
13,3002,5,35
14,3759,5,47
15,4065,6,71
16,4215,6,63
17,1354,7,70
18,2896,8,1
19,1074,8,52
20,1936,9,32
21,1069,9,27
22,742,9,87
23,1730,10,8
24,424,11,2
25,3960,12,6
26,4253,12,2
27,3419,12,59
28,2717,13,43
29,270,13,6
30,3356,13,37
31,1659,14,10
32,697,14,46
33,155,15,38
34,2332,15,30
35,1189,15,8
36,693,16,63
37,73,16,64
38,51,17,45
39,4401,17,90
40,2869,18,14
41,4092,18,7
42,1082,19,21
43,141,19,86
44,2025,20,65
45,677,20,7
46,2517,21,30
47,903,21,16
48,4307,22,80
49,510,22,49
50,1928,23,67
51,1716,23,64
52,873,23,7
53,2246,24,18
54,69,24,16
55,1046,25,50
56,2005,25,59
57,1480,25,57
58,954,26,31
59,4374,26,65
60,1993,27,79
61,2198,27,52
62,1527,27,19
63,1259,28,66
64,479,29,76
65,3382,29,19
66,3581,29,43
67,1280,30,20
68,4417,30,41
69,1822,31,2
70,1809,31,13
71,3358,32,13
72,3725,33,5
73,3234,34,38
74,2731,34,13
75,3905,35,1
76,1114,35,50
77,1002,36,45
78,3604,37,90
79,3802,37,88
80,2634,38,83
81,83,39,14
82,212,40,2
83,803,40,42
84,2991,41,60
85,3154,41,50
86,485,41,63
87,2547,41,38
88,838,42,9
89,3172,42,74
90,2045,42,13
91,2911,43,13
92,4238,43,56
93,1086,43,39
94,4174,44,26
95,2436,44,29
96,43,44,50
97,3170,45,88
98,729,45,64
99,242,46,74
100,2433,46,48
101,2358,46,76
102,13,46,76
103,580,47,18
104,4468,47,25
105,1498,47,43
106,3686,48,3
107,900,48,59
108,1126,48,8
109,3059,49,54
110,1805,49,46
111,1979,49,41
112,3721,50,45
113,778,51,80
114,1762,51,39
115,2683,52,86
116,117,53,11
117,567,53,44
118,4340,54,86
119,1208,54,4
120,3588,54,56
121,1076,55,75
122,2783,55,75
123,4423,56,5
124,190,56,49
125,665,56,10
126,993,57,82
127,330,58,7
128,4225,58,59
129,4173,58,70
130,3037,59,70
131,369,59,22
132,433,59,50
133,459,60,26
134,3524,60,59
135,2167,60,30
136,578,61,56
137,1597,62,20
138,538,62,77
139,3039,63,11
140,2056,63,17
141,3767,63,36
142,3361,64,36
143,1561,65,84
144,2622,65,52
145,3224,65,31
146,1157,66,34
147,4355,66,10
148,1496,66,30
149,2028,67,33
150,3944,67,58
151,1686,67,64
152,3507,68,9
153,4200,68,55
154,2956,69,47
155,1395,69,12
156,2153,69,71
157,3681,70,70
158,355,70,28
159,409,70,13
160,3244,70,2
161,2432,71,14
162,4051,72,23
163,910,72,55
164,3098,72,62
165,649,73,13
166,1892,73,27
167,415,74,52
168,2385,74,20
169,3125,74,73
170,4375,74,30
171,3229,75,85
172,84,75,44
173,1511,75,70
174,2368,76,68
175,3756,77,11
176,1912,77,16
177,2397,77,9
178,4476,78,77
179,3632,78,56
180,3298,78,72
181,2527,79,26
182,3708,79,59
183,2854,80,57
184,776,80,87
185,4373,81,88
186,260,82,53
187,4405,82,29
188,1233,83,19
189,3207,83,90
190,3887,84,10
191,3797,84,17
192,2463,84,53
193,4207,85,15
194,3621,85,69
195,4347,86,53
196,345,86,12
197,3333,86,81
198,1980,87,58
199,3695,87,53
200,812,87,18
201,3293,87,22
202,4222,88,3
203,1766,88,79
204,3713,88,77
205,223,88,21
206,2913,89,7
207,187,90,80
208,1245,90,17
209,532,91,51
210,4491,91,80
211,4325,91,77
212,2985,92,57
213,1112,92,13
214,1801,93,81
215,1352,94,50
216,3634,95,7
217,3680,95,43
218,353,95,47
219,231,96,58
220,2642,96,27
221,2963,96,2
222,4322,97,4
223,4008,98,65
224,3278,98,67
225,2835,99,62
226,2750,99,69
227,2523,100,70
228,4461,100,40
229,1921,101,10
230,3157,101,56
231,4273,101,88
232,3784,102,83
233,2919,103,53
234,2108,103,22
235,3806,103,35
236,2236,104,45
237,1356,105,63
238,232,105,20
239,2398,106,23
240,3264,106,54
241,2205,106,9
242,1585,107,22
243,84,107,72
244,2635,107,27
245,1986,108,44
246,745,108,53
247,493,108,77
248,506,109,54
249,3790,109,31
250,1403,109,53
251,3919,109,59
252,261,110,34
253,429,110,75
254,4109,111,39
255,352,111,67
256,1472,112,13
257,1015,112,73
258,4232,112,8
259,1306,112,16
260,471,113,69
261,763,113,5
262,2559,114,83
263,774,114,84
264,4057,114,50
265,872,114,21
266,415,115,69
267,1186,116,49
268,559,117,49
269,683,117,36
270,3980,118,84
271,2153,118,36
272,357,118,29
273,650,118,23
274,1522,119,26
275,3847,119,66
276,1697,120,38
277,2863,120,90
278,2738,120,69
279,3731,121,1
280,2280,121,27
281,2932,121,32
282,1547,122,9
283,991,122,72
284,2161,123,90
285,100,123,43
286,209,124,12
287,4271,124,70
288,2880,125,14
289,2922,125,13
290,160,125,51
291,3108,126,75
292,1067,126,7
293,588,126,41
294,523,126,89
295,2715,127,74
