1,696,1,28
2,870,2,31
3,548,2,3
4,2000,2,34
5,1378,3,22
6,4490,4,55
7,4235,4,10
8,1830,5,2
9,2885,5,14
10,1826,6,85
11,147,6,63
12,2575,7,44
13,2152,7,77
14,1853,8,10
15,2258,9,79
16,4460,9,46
17,480,10,32
18,3429,11,41
19,2069,11,43
20,1268,12,24
21,697,12,49
22,1360,13,3
23,806,14,39
24,2260,14,76
25,3473,14,20
26,2540,15,29
27,637,15,26
28,1017,16,64
29,3954,16,52
30,3654,16,82
31,1124,17,40
32,3989,18,65
33,46,18,54
34,1106,19,54
35,1274,20,90
36,1057,21,8
37,565,21,37
38,3867,21,59
39,4379,22,61
40,1491,22,70
41,2084,22,83
42,2023,23,35
43,2075,24,66
44,1431,24,15
45,3002,25,62
46,1870,25,62
47,374,25,1
48,3741,25,27
49,1275,26,46
50,3153,27,15
51,3928,28,52
52,407,28,16
53,871,28,41
54,2050,29,26
55,2207,29,34
56,2189,30,10
57,2173,30,87
58,522,31,9
59,3270,32,14
60,3715,32,36
61,1472,33,38
62,3066,33,59
63,3105,33,44
64,179,34,65
65,1754,34,18
66,1720,34,41
67,3965,35,90
68,2402,35,15
69,3280,36,44
70,689,36,66
71,3169,36,4
72,3215,37,15
73,1066,37,68
74,3990,38,26
75,2905,38,26
76,2164,39,1
77,4175,39,50
78,3385,39,3
79,1207,39,35
80,4375,40,85
81,2290,40,68
82,2195,41,10
83,1931,41,8
84,3150,41,84
85,3385,42,6
86,3196,43,76
87,1678,43,67
88,59,43,36
89,2516,44,54
90,2860,44,46
91,1257,45,77
92,882,45,89
93,4465,45,73
94,161,45,46
95,1165,46,74
96,2860,46,89
97,2584,47,31
98,2517,48,76
99,41,48,30
100,611,49,53
101,3794,50,11
102,2284,50,9
103,1212,50,44
104,3869,50,5
105,2217,51,77
106,4375,51,84
107,2408,51,44
108,1063,51,60
109,1393,52,67
110,15,52,55
111,1879,53,50
112,125,53,13
113,3923,53,40
114,4100,54,37
115,4443,55,49
116,2057,55,66
117,1710,56,50
118,3427,57,39
119,3839,57,81
120,1489,57,20
121,3910,58,6
122,107,58,35
123,3369,58,6
124,554,58,30
125,3468,59,63
126,2558,59,19
127,3916,59,82
128,1067,60,53
129,242,60,52
130,3858,60,44
131,1976,61,30
132,1694,61,38
133,1682,61,65
134,4021,62,66
135,2412,62,63
136,2308,63,75
137,2974,63,83
138,3153,63,18
139,3305,64,36
140,497,64,31
141,2981,65,47
142,1892,65,90
143,757,66,84
144,508,66,19
145,1361,66,75
