1,4230,1,58
2,3050,1,87
3,4137,2,29
4,3187,2,44
5,834,2,44
6,4455,3,51
7,727,3,22
8,2224,4,21
9,633,4,36
10,813,5,39
11,1590,6,64
12,239,6,12
13,4125,6,38
14,582,7,18
15,3547,7,31
16,3785,8,21
17,1147,8,3
18,1515,8,7
19,3416,9,55
20,2937,9,89
21,141,9,72
22,2439,10,58
23,4239,11,24
24,3865,11,27
25,4287,11,22
26,964,12,14
27,770,13,44
28,1264,14,90
29,3503,14,21
30,180,14,62
31,2286,15,72
32,2210,16,89
33,3139,16,9
34,70,16,10
35,414,17,70
36,2266,17,87
37,3343,18,85
38,678,18,54
39,3987,18,27
40,3592,19,9
41,2897,19,67
42,2282,20,90
43,816,20,5
44,1251,21,23
45,4280,22,47
46,3258,22,38
47,1215,23,89
48,1039,24,51
49,3613,24,56
50,4204,25,77
51,1981,25,69
52,3974,26,48
53,1413,26,73
54,4179,26,71
55,3893,27,83
56,3257,27,10
57,3284,28,74
58,552,28,82
59,829,29,40
60,2608,30,6
61,1569,31,74
62,2455,31,79
63,616,32,4
64,571,33,64
65,1860,34,57
66,3974,34,81
67,337,35,52
68,1247,35,80
69,1971,36,7
70,3592,37,45
71,2679,37,13
72,3666,38,23
73,1420,38,88
74,2513,39,63
75,1672,39,63
76,1128,40,66
77,1182,41,36
78,250,41,20
79,966,42,14
80,4025,42,34
81,436,42,73
82,922,43,52
83,4326,43,7
84,3819,44,1
85,919,44,90
86,3687,44,59
87,462,45,29
88,273,45,10
89,2037,45,37
90,4059,46,14
91,1177,47,73
92,1608,47,25
93,3809,47,18
94,2655,48,17
95,2475,48,51
96,1495,48,87
97,2830,49,84
98,4039,50,9
99,127,51,40
100,2280,51,72
101,2868,52,25
102,4303,52,28
103,423,52,64
104,30,53,47
105,3600,53,59
106,3593,54,38
107,3271,54,11
108,1398,55,41
109,2697,55,6
110,828,55,9
111,3115,56,60
112,923,56,20
113,2828,57,34
114,15,57,31
115,1784,58,38
116,2786,58,56
117,12,59,54
118,4355,59,44
119,626,60,37
120,2238,60,88
121,4216,61,50
122,2096,62,66
123,2316,62,64
124,393,63,79
125,3207,63,20
126,1679,63,10
127,2714,64,86
128,3365,64,65
129,1179,65,14
130,3588,65,58
131,3698,66,85
132,1026,67,55
133,3439,68,21
134,2361,68,36
135,3636,69,41
136,277,69,61
137,3393,70,79
138,504,70,45
139,957,71,32
140,2286,71,59
141,4214,72,33
142,2601,73,48
143,2710,73,90
144,3061,74,46
145,1447,74,67
146,751,75,85
147,3795,75,6
148,4401,75,2
149,4314,76,25
150,409,76,42
151,4333,77,58
152,4011,77,10
153,2471,77,76
154,3081,78,37
155,4384,78,29
156,3778,79,44
157,2893,79,85
158,3445,80,57
159,2858,80,35
160,1837,81,29
161,4422,82,2
162,2044,82,39
163,3022,83,89
164,952,83,66
165,1469,84,1
166,2811,84,57
167,2066,85,34
168,3039,86,82
169,4066,86,74
170,364,87,28
171,2075,87,65
172,812,88,32
173,3236,89,38
174,2558,89,65
175,4052,90,23
176,2576,90,42
177,230,91,86
178,455,91,75
179,4061,92,53
180,33,92,83
181,1191,92,18
182,742,93,27
183,3164,94,59
184,4130,95,15
185,1399,95,53
186,4180,96,8
187,1943,96,28
