1,1921-07-13 16:00:00,1,128,5,104,1,248,226
2,1921-07-22 18:30:00,1,16,2,98,1,78,113
3,1921-07-16 17:30:00,1,156,2,11,1,2,208
4,1921-07-19 19:30:00,1,68,3,90,1,98,16
5,1921-07-01 20:00:00,1,134,3,244,1,227,34
6,1921-07-27 17:00:00,1,112,2,192,1,14,112
7,1921-07-17 16:00:00,1,84,4,156,1,81,216
8,1921-07-10 19:00:00,1,114,2,195,1,32,68
9,1921-07-22 16:00:00,1,30,4,211,1,3,193
10,1921-07-07 15:30:00,1,90,1,238,1,196,204
11,1921-07-08 17:00:00,1,38,4,72,2,114,185
12,1921-07-09 15:30:00,1,159,5,90,2,146,218
13,1921-07-28 18:00:00,1,33,1,19,2,184,16
14,1921-07-20 15:30:00,1,115,3,64,2,247,82
15,1921-07-25 18:30:00,1,90,2,76,2,94,78
16,1921-07-25 17:30:00,1,116,2,107,2,219,40
17,1921-07-10 15:30:00,1,110,1,218,2,215,138
18,1921-07-03 15:00:00,1,28,2,7,2,229,135
19,1921-07-27 21:00:00,1,25,5,127,2,11,8
20,1921-07-04 17:00:00,1,189,2,232,2,53,116
21,1921-08-16 18:00:00,1,53,2,161,3,200,12
22,1921-08-21 19:00:00,1,145,1,239,3,70,247
23,1921-08-25 17:30:00,1,36,1,10,3,140,201
24,1921-08-05 17:00:00,1,190,4,224,3,119,63
25,1921-08-06 17:30:00,1,196,1,82,3,70,42
26,1921-08-25 17:00:00,1,83,1,111,3,246,79
27,1921-08-09 20:00:00,1,85,5,225,3,206,84
28,1921-08-27 21:00:00,1,31,1,87,3,168,60
29,1921-08-26 15:00:00,1,61,1,99,3,124,182
30,1921-08-04 21:00:00,1,106,1,77,3,62,120
31,1921-08-26 18:30:00,1,113,2,15,4,28,222
32,1921-08-18 15:30:00,1,97,5,51,4,246,11
33,1921-08-13 15:30:00,1,14,3,123,4,243,189
34,1921-08-13 19:30:00,1,174,4,69,4,67,173
35,1921-08-06 21:00:00,1,144,4,67,4,135,178
36,1921-08-22 17:30:00,1,167,5,53,4,218,182
37,1921-08-10 16:30:00,1,164,4,57,4,183,16
38,1921-08-22 16:30:00,1,117,5,77,4,194,139
39,1921-08-23 21:30:00,1,108,5,46,4,102,183
40,1921-08-12 21:00:00,1,187,5,18,4,204,180
41,1921-08-06 15:00:00,1,30,2,203,5,221,93
42,1921-08-17 16:30:00,1,9,5,203,5,233,161
43,1921-08-11 16:30:00,1,23,2,118,5,92,137
44,1921-08-10 20:00:00,1,169,1,61,5,73,102
45,1921-08-23 21:00:00,1,52,3,233,5,40,27
46,1921-08-03 19:30:00,1,71,4,213,5,18,23
47,1921-08-28 21:00:00,1,80,3,217,5,112,229
48,1921-08-22 15:00:00,1,164,2,150,5,33,21
49,1921-08-14 18:00:00,1,84,1,124,5,9,57
50,1921-08-26 19:30:00,1,196,4,128,5,200,93
51,1921-09-21 18:30:00,1,9,5,126,6,201,37
52,1921-09-08 19:00:00,1,77,3,189,6,241,162
53,1921-09-09 16:00:00,1,138,3,142,6,211,44
54,1921-09-02 16:00:00,1,58,1,159,6,104,243
55,1921-09-15 16:30:00,1,111,3,111,6,138,218
56,1921-09-12 20:30:00,1,32,4,94,6,33,61
57,1921-09-04 17:00:00,1,33,2,208,6,226,88
58,1921-09-22 19:30:00,1,81,1,194,6,154,245
59,1921-09-25 18:30:00,1,154,2,206,6,26,47
60,1921-09-22 21:00:00,1,168,1,50,6,97,166
61,1921-09-15 20:30:00,1,147,2,95,7,68,58
62,1921-09-04 16:30:00,1,1,3,60,7,150,225
63,1921-09-27 21:30:00,1,81,4,3,7,182,44
64,1921-09-22 15:00:00,1,23,4,175,7,192,215
65,1921-09-23 19:30:00,1,41,5,213,7,243,52
66,1921-09-07 20:30:00,1,82,3,147,7,135,124
67,1921-09-10 18:30:00,1,172,5,95,7,33,145
68,1921-09-15 21:30:00,1,100,3,137,7,163,30
69,1921-09-04 21:00:00,1,26,4,24,7,234,152
70,1921-09-12 20:30:00,1,115,4,70,7,77,92
71,1921-09-19 17:00:00,1,145,5,106,8,234,102
72,1921-09-25 19:00:00,1,128,1,93,8,10,168
73,1921-09-08 18:30:00,1,14,4,140,8,94,5
74,1921-09-09 19:00:00,1,89,2,34,8,43,33
75,1921-09-23 17:00:00,1,45,2,50,8,201,246
76,1921-09-13 20:30:00,1,55,1,218,8,110,71
77,1921-09-12 18:30:00,1,200,1,2,8,142,242
78,1921-09-03 15:30:00,1,38,3,189,8,98,9
79,1921-09-18 18:00:00,1,164,5,168,8,106,235
80,1921-09-10 20:30:00,1,146,4,56,8,125,127
81,1921-10-16 19:30:00,1,115,3,82,9,95,73
82,1921-10-07 21:00:00,1,44,4,18,9,116,8
83,1921-10-16 20:30:00,1,117,2,249,9,244,102
84,1921-10-16 17:30:00,1,53,2,149,9,28,148
85,1921-10-22 20:00:00,1,124,1,212,9,145,205
86,1921-10-04 19:00:00,1,14,4,228,9,104,208
87,1921-10-16 16:00:00,1,194,2,140,9,77,84
88,1921-10-10 19:30:00,1,15,1,142,9,48,35
89,1921-10-07 15:30:00,1,50,4,72,9,111,147
90,1921-10-21 17:00:00,1,111,1,89,9,3,188
91,1921-10-04 16:30:00,1,96,1,213,10,218,151
92,1921-10-23 21:00:00,1,187,3,16,10,232,34
93,1921-10-21 21:30:00,1,125,1,2,10,46,2
94,1921-10-14 19:30:00,1,148,3,222,10,140,164
95,1921-10-03 20:00:00,1,156,4,200,10,55,54
96,1921-10-17 19:30:00,1,24,5,167,10,106,172
97,1921-10-08 20:30:00,1,112,3,227,10,69,137
98,1921-10-12 19:30:00,1,7,5,34,10,20,235
99,1921-10-20 21:30:00,1,164,4,174,10,47,125
100,1921-10-28 19:30:00,1,125,2,23,10,70,173
101,1921-10-26 18:00:00,1,173,3,227,11,22,205
102,1921-10-04 17:30:00,1,135,1,7,11,159,231
103,1921-10-18 17:00:00,1,110,1,89,11,19,238
104,1921-10-26 17:00:00,1,152,5,183,11,183,112
105,1921-10-14 15:30:00,1,143,5,222,11,33,102
106,1921-10-05 16:00:00,1,76,2,234,11,3,24
107,1921-10-02 17:00:00,1,2,3,3,11,5,150
108,1921-10-22 15:00:00,1,86,4,2,11,46,125
109,1921-10-15 20:00:00,1,58,5,25,11,246,243
110,1921-10-01 16:30:00,1,196,2,235,11,199,176
111,1921-11-01 16:30:00,1,136,5,131,12,192,72
112,1921-11-07 18:00:00,1,170,5,65,12,34,150
113,1921-11-15 15:00:00,1,114,5,150,12,35,155
114,1921-11-04 18:30:00,1,163,1,213,12,238,219
115,1921-11-19 18:30:00,1,20,5,24,12,187,229
116,1921-11-12 21:30:00,1,183,1,62,12,179,188
117,1921-11-26 15:00:00,1,129,4,81,12,39,218
118,1921-11-07 17:30:00,1,80,2,98,12,41,198
119,1921-11-01 15:00:00,1,135,1,154,12,152,21
120,1921-11-25 16:30:00,1,16,1,52,12,205,219
121,1921-11-19 19:00:00,1,145,2,182,13,180,132
122,1921-11-05 17:30:00,1,193,1,237,13,20,172
123,1921-11-09 15:00:00,1,122,3,121,13,192,183
124,1921-11-08 18:00:00,1,64,2,22,13,110,95
125,1921-11-06 17:00:00,1,33,3,28,13,182,52
126,1921-11-04 16:00:00,1,102,5,104,13,156,90
127,1921-11-02 16:00:00,1,148,3,16,13,208,57
128,1921-11-21 15:00:00,1,171,4,199,13,156,82
129,1921-11-10 15:30:00,1,131,3,71,13,148,147
130,1921-11-10 15:00:00,1,116,3,25,13,170,27
131,1921-11-27 18:00:00,1,104,5,175,14,163,51
132,1921-11-06 17:00:00,1,19,5,21,14,144,81
133,1921-11-09 17:30:00,1,97,3,154,14,97,9
134,1921-11-10 21:00:00,1,145,1,5,14,136,233
135,1921-11-25 20:30:00,1,64,2,177,14,164,25
136,1921-11-01 15:00:00,1,138,4,85,14,6,218
137,1921-11-08 15:00:00,1,130,5,112,14,23,6
138,1921-11-17 18:00:00,1,197,1,155,14,1,8
139,1921-11-14 15:00:00,1,57,3,54,14,34,77
140,1921-11-14 16:30:00,1,125,3,51,14,219,16
141,1921-12-11 15:30:00,1,136,2,156,15,131,41
142,1921-12-18 16:00:00,1,195,4,195,15,34,103
143,1921-12-27 15:00:00,1,50,4,119,15,195,108
144,1921-12-27 15:30:00,1,121,3,173,15,240,42
145,1921-12-25 16:30:00,1,96,1,214,15,197,201
146,1921-12-11 17:00:00,1,65,4,98,15,52,90
147,1921-12-19 19:30:00,1,21,1,208,15,175,176
148,1921-12-16 16:30:00,1,190,2,17,15,151,151
149,1921-12-18 19:00:00,1,88,4,128,15,43,135
150,1921-12-07 20:00:00,1,69,5,117,15,3,248
151,1921-12-08 20:30:00,1,172,2,232,16,42,185
152,1921-12-07 18:00:00,1,78,2,219,16,232,175
153,1921-12-06 15:00:00,1,45,1,71,16,170,178
154,1921-12-25 16:00:00,1,41,5,91,16,83,4
155,1921-12-05 18:30:00,1,138,3,46,16,40,133
156,1921-12-16 21:00:00,1,45,5,160,16,167,174
157,1921-12-20 15:30:00,1,106,1,248,16,108,192
158,1921-12-21 19:00:00,1,125,3,216,16,188,219
