1,100000,41
2,400000,38
3,200000,48
4,200000,82
5,100000,56
6,100000,36
7,400000,53
8,400000,81
9,100000,97
10,400000,93
11,100000,22
12,400000,89
13,400000,80
14,200000,74
15,100000,3
16,400000,91
17,100000,74
18,400000,71
19,300000,21
20,400000,65
21,300000,60
22,400000,100
23,200000,69
24,300000,5
25,400000,73
26,500000,33
27,100000,85
28,100000,34
29,500000,16
30,100000,37
31,500000,85
32,100000,33
33,500000,18
34,500000,17
35,500000,96
36,300000,85
37,400000,61
38,400000,81
39,100000,16
40,200000,95
41,500000,40
42,500000,81
43,100000,50
44,100000,29
45,100000,1
46,400000,5
47,300000,56
48,200000,56
49,200000,7
50,300000,79
51,500000,22
52,100000,95
53,500000,3
54,400000,58
55,200000,64
56,200000,99
57,200000,55
58,100000,44
59,300000,29
60,500000,23
61,200000,39
62,100000,27
63,200000,35
64,100000,28
65,400000,45
66,300000,37
67,300000,35
68,400000,90
69,300000,64
70,100000,46
71,100000,73
72,100000,41
73,200000,58
74,300000,81
75,200000,42
76,100000,83
77,100000,86
78,300000,31
79,100000,44
80,100000,99
81,400000,12
82,400000,57
83,100000,33
84,400000,99
85,500000,35
86,400000,17
87,500000,39
88,100000,86
89,200000,18
90,100000,81
91,200000,84
92,100000,33
93,300000,25
94,100000,2
95,100000,72
96,200000,68
97,200000,96
98,400000,100
99,400000,63
100,300000,32
101,200000,5
102,200000,23
103,300000,12
104,400000,68
105,500000,66
106,200000,80
107,400000,34
108,100000,85
109,400000,96
110,200000,14
111,200000,58
112,400000,95
113,300000,14
114,300000,67
115,400000,90
116,500000,1
117,300000,2
118,100000,58
119,400000,5
120,100000,40
121,100000,46
122,400000,65
123,400000,21
124,500000,97
125,400000,87
126,300000,40
127,100000,10
128,400000,52
129,400000,25
130,100000,9
131,100000,2
132,500000,89
133,200000,94
134,400000,18
135,500000,59
136,500000,36
137,100000,13
138,400000,8
139,200000,66
140,500000,26
141,400000,56
142,100000,8
143,200000,67
144,200000,52
145,300000,19
146,300000,85
147,300000,59
148,100000,54
149,300000,28
150,300000,11
151,300000,81
152,200000,79
153,200000,81
154,500000,96
155,100000,29
156,100000,98
157,200000,39
158,300000,4
159,500000,43
160,200000,41
161,400000,95
162,100000,49
163,500000,60
164,300000,33
165,400000,85
166,200000,6
167,500000,2
168,500000,92
169,200000,23
170,200000,20
171,200000,66
172,400000,3
173,100000,33
174,400000,95
175,100000,59
176,100000,48
